cty_id,location_code,total_voters_processed,reg_name,prv_name,cty_name
1469,REGION XIII|SURIGAO DEL NORTE|CLAVER,28946,REGION XIII,SURIGAO DEL NORTE,CLAVER
1470,REGION XIII|SURIGAO DEL NORTE|DAPA,22194,REGION XIII,SURIGAO DEL NORTE,DAPA
1471,REGION XIII|SURIGAO DEL NORTE|DEL CARMEN,11869,REGION XIII,SURIGAO DEL NORTE,DEL CARMEN
1472,REGION XIII|SURIGAO DEL NORTE|GENERAL LUNA,18609,REGION XIII,SURIGAO DEL NORTE,GENERAL LUNA
1473,REGION XIII|SURIGAO DEL NORTE|GIGAQUIT,13036,REGION XIII,SURIGAO DEL NORTE,GIGAQUIT
1474,REGION XIII|SURIGAO DEL NORTE|MAINIT,18709,REGION XIII,SURIGAO DEL NORTE,MAINIT
1475,REGION XIII|SURIGAO DEL NORTE|MALIMONO,13118,REGION XIII,SURIGAO DEL NORTE,MALIMONO
1476,REGION XIII|SURIGAO DEL NORTE|PILAR,8389,REGION XIII,SURIGAO DEL NORTE,PILAR
1477,REGION XIII|SURIGAO DEL NORTE|PLACER,18984,REGION XIII,SURIGAO DEL NORTE,PLACER
1478,REGION XIII|SURIGAO DEL NORTE|SANTA MONICA,8974,REGION XIII,SURIGAO DEL NORTE,SANTA MONICA
1479,REGION XIII|SURIGAO DEL NORTE|SAN BENITO,5084,REGION XIII,SURIGAO DEL NORTE,SAN BENITO
1480,REGION XIII|SURIGAO DEL NORTE|SAN FRANCISCO,12748,REGION XIII,SURIGAO DEL NORTE,SAN FRANCISCO
1481,REGION XIII|SURIGAO DEL NORTE|SAN ISIDRO,7494,REGION XIII,SURIGAO DEL NORTE,SAN ISIDRO
1482,REGION XIII|SURIGAO DEL NORTE|SISON,10746,REGION XIII,SURIGAO DEL NORTE,SISON
1483,REGION XIII|SURIGAO DEL NORTE|SOCORRO,16586,REGION XIII,SURIGAO DEL NORTE,SOCORRO
1484,REGION XIII|SURIGAO DEL NORTE|TAGANA-AN,12478,REGION XIII,SURIGAO DEL NORTE,TAGANA-AN
1485,REGION XIII|SURIGAO DEL NORTE|TUBOD,10320,REGION XIII,SURIGAO DEL NORTE,TUBOD
1486,REGION XIII|SURIGAO DEL SUR|BAROBO,34546,REGION XIII,SURIGAO DEL SUR,BAROBO
1487,REGION XIII|SURIGAO DEL SUR|BAYABAS,6442,REGION XIII,SURIGAO DEL SUR,BAYABAS
1488,REGION XIII|SURIGAO DEL SUR|CAGWAIT,13429,REGION XIII,SURIGAO DEL SUR,CAGWAIT
1489,REGION XIII|SURIGAO DEL SUR|CANTILAN,21953,REGION XIII,SURIGAO DEL SUR,CANTILAN
1490,REGION XIII|SURIGAO DEL SUR|CARMEN,7671,REGION XIII,SURIGAO DEL SUR,CARMEN
1491,REGION XIII|SURIGAO DEL SUR|CARRASCAL,16296,REGION XIII,SURIGAO DEL SUR,CARRASCAL
1492,REGION XIII|SURIGAO DEL SUR|CITY OF BISLIG,63682,REGION XIII,SURIGAO DEL SUR,CITY OF BISLIG
1493,REGION XIII|SURIGAO DEL SUR|CITY OF TANDAG,42222,REGION XIII,SURIGAO DEL SUR,CITY OF TANDAG
1494,REGION XIII|SURIGAO DEL SUR|CORTES,12934,REGION XIII,SURIGAO DEL SUR,CORTES
1495,REGION XIII|SURIGAO DEL SUR|HINATUAN,29493,REGION XIII,SURIGAO DEL SUR,HINATUAN
1496,REGION XIII|SURIGAO DEL SUR|LANUZA,9042,REGION XIII,SURIGAO DEL SUR,LANUZA
1497,REGION XIII|SURIGAO DEL SUR|LIANGA,21631,REGION XIII,SURIGAO DEL SUR,LIANGA
1498,REGION XIII|SURIGAO DEL SUR|LINGIG,21794,REGION XIII,SURIGAO DEL SUR,LINGIG
1499,REGION XIII|SURIGAO DEL SUR|MADRID,12492,REGION XIII,SURIGAO DEL SUR,MADRID
1500,REGION XIII|SURIGAO DEL SUR|MARIHATAG,13583,REGION XIII,SURIGAO DEL SUR,MARIHATAG
1501,REGION XIII|SURIGAO DEL SUR|SAN AGUSTIN,13394,REGION XIII,SURIGAO DEL SUR,SAN AGUSTIN
1502,REGION XIII|SURIGAO DEL SUR|SAN MIGUEL,24921,REGION XIII,SURIGAO DEL SUR,SAN MIGUEL
1503,REGION XIII|SURIGAO DEL SUR|TAGBINA,27006,REGION XIII,SURIGAO DEL SUR,TAGBINA
1504,REGION XIII|SURIGAO DEL SUR|TAGO,25529,REGION XIII,SURIGAO DEL SUR,TAGO
1505,REGION XII|COTABATO|ALAMADA,35713,REGION XII,COTABATO,ALAMADA
1506,REGION XII|COTABATO|ALEOSAN,19266,REGION XII,COTABATO,ALEOSAN
1507,REGION XII|COTABATO|ANTIPAS,15538,REGION XII,COTABATO,ANTIPAS
1508,REGION XII|COTABATO|ARAKAN,26879,REGION XII,COTABATO,ARAKAN
1509,REGION XII|COTABATO|BANISILAN,24931,REGION XII,COTABATO,BANISILAN
1510,REGION XII|COTABATO|CARMEN,40794,REGION XII,COTABATO,CARMEN
1511,REGION XII|COTABATO|CITY OF KIDAPAWAN,83371,REGION XII,COTABATO,CITY OF KIDAPAWAN
1512,REGION XII|COTABATO|KABACAN,41183,REGION XII,COTABATO,KABACAN
1513,REGION XII|COTABATO|LIBUNGAN,30799,REGION XII,COTABATO,LIBUNGAN
1514,REGION XII|COTABATO|MAGPET,33569,REGION XII,COTABATO,MAGPET
1515,REGION XII|COTABATO|MAKILALA,48796,REGION XII,COTABATO,MAKILALA
1516,REGION XII|COTABATO|MATALAM,42318,REGION XII,COTABATO,MATALAM
1517,REGION XII|COTABATO|MIDSAYAP,58895,REGION XII,COTABATO,MIDSAYAP
1518,REGION XII|COTABATO|M'LANG,50226,REGION XII,COTABATO,M'LANG
1519,REGION XII|COTABATO|PIGKAWAYAN,29366,REGION XII,COTABATO,PIGKAWAYAN
1520,REGION XII|COTABATO|PIKIT,32424,REGION XII,COTABATO,PIKIT
1521,REGION XII|COTABATO|PRESIDENT ROXAS,26644,REGION XII,COTABATO,PRESIDENT ROXAS
1522,REGION XII|COTABATO|TULUNAN,34129,REGION XII,COTABATO,TULUNAN
1523,REGION XII|SARANGANI|ALABEL,49914,REGION XII,SARANGANI,ALABEL
1524,REGION XII|SARANGANI|GLAN,50295,REGION XII,SARANGANI,GLAN
1525,REGION XII|SARANGANI|KIAMBA,33066,REGION XII,SARANGANI,KIAMBA
1526,REGION XII|SARANGANI|MAASIM,37290,REGION XII,SARANGANI,MAASIM
1527,REGION XII|SARANGANI|MAITUM,23112,REGION XII,SARANGANI,MAITUM
1528,REGION XII|SARANGANI|MALAPATAN,36139,REGION XII,SARANGANI,MALAPATAN
1529,REGION XII|SARANGANI|MALUNGON,54837,REGION XII,SARANGANI,MALUNGON
1530,REGION XII|SOUTH COTABATO|BANGA,49208,REGION XII,SOUTH COTABATO,BANGA
1531,REGION XII|SOUTH COTABATO|CITY OF GENERAL SANTOS,282996,REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS
1532,REGION XII|SOUTH COTABATO|CITY OF KORONADAL,108872,REGION XII,SOUTH COTABATO,CITY OF KORONADAL
1533,REGION XII|SOUTH COTABATO|LAKE SEBU,38961,REGION XII,SOUTH COTABATO,LAKE SEBU
1534,REGION XII|SOUTH COTABATO|NORALA,25784,REGION XII,SOUTH COTABATO,NORALA
1535,REGION XII|SOUTH COTABATO|POLOMOLOK,96663,REGION XII,SOUTH COTABATO,POLOMOLOK
1536,REGION XII|SOUTH COTABATO|SANTO NIÑO,21113,REGION XII,SOUTH COTABATO,SANTO NIÑO
1537,REGION XII|SOUTH COTABATO|SURALLAH,46673,REGION XII,SOUTH COTABATO,SURALLAH
1538,REGION XII|SOUTH COTABATO|TAMPAKAN,24572,REGION XII,SOUTH COTABATO,TAMPAKAN
1539,REGION XII|SOUTH COTABATO|TANTANGAN,25033,REGION XII,SOUTH COTABATO,TANTANGAN
1540,REGION XII|SOUTH COTABATO|TUPI,38932,REGION XII,SOUTH COTABATO,TUPI
1541,REGION XII|SOUTH COTABATO|T'BOLI,51387,REGION XII,SOUTH COTABATO,T'BOLI
1542,REGION XII|SULTAN KUDARAT|BAGUMBAYAN,36638,REGION XII,SULTAN KUDARAT,BAGUMBAYAN
1543,REGION XII|SULTAN KUDARAT|CITY OF TACURONG,51158,REGION XII,SULTAN KUDARAT,CITY OF TACURONG
1544,REGION XII|SULTAN KUDARAT|COLUMBIO,17805,REGION XII,SULTAN KUDARAT,COLUMBIO
1545,REGION XII|SULTAN KUDARAT|ESPERANZA,35750,REGION XII,SULTAN KUDARAT,ESPERANZA
1546,REGION XII|SULTAN KUDARAT|ISULAN,55735,REGION XII,SULTAN KUDARAT,ISULAN
1547,REGION XII|SULTAN KUDARAT|KALAMANSIG,25259,REGION XII,SULTAN KUDARAT,KALAMANSIG
1548,REGION XII|SULTAN KUDARAT|LAMBAYONG,45970,REGION XII,SULTAN KUDARAT,LAMBAYONG
1549,REGION XII|SULTAN KUDARAT|LEBAK,41437,REGION XII,SULTAN KUDARAT,LEBAK
1550,REGION XII|SULTAN KUDARAT|LUTAYAN,36121,REGION XII,SULTAN KUDARAT,LUTAYAN
1551,REGION XII|SULTAN KUDARAT|PALIMBANG,32718,REGION XII,SULTAN KUDARAT,PALIMBANG
1552,REGION XII|SULTAN KUDARAT|PRESIDENT QUIRINO,28266,REGION XII,SULTAN KUDARAT,PRESIDENT QUIRINO
1553,REGION XII|SULTAN KUDARAT|SEN. NINOY AQUINO,21250,REGION XII,SULTAN KUDARAT,SEN. NINOY AQUINO
1554,REGION XI|DAVAO DEL NORTE|ASUNCION,35519,REGION XI,DAVAO DEL NORTE,ASUNCION
1555,REGION XI|DAVAO DEL NORTE|BRAULIO E. DUJALI,18550,REGION XI,DAVAO DEL NORTE,BRAULIO E. DUJALI
1556,REGION XI|DAVAO DEL NORTE|CARMEN,44087,REGION XI,DAVAO DEL NORTE,CARMEN
1557,REGION XI|DAVAO DEL NORTE|CITY OF PANABO,109802,REGION XI,DAVAO DEL NORTE,CITY OF PANABO
1558,REGION XI|DAVAO DEL NORTE|CITY OF TAGUM,145499,REGION XI,DAVAO DEL NORTE,CITY OF TAGUM
1559,REGION XI|DAVAO DEL NORTE|ISLAND GARDEN CITY OF SAMAL,76399,REGION XI,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL
1560,REGION XI|DAVAO DEL NORTE|KAPALONG,44478,REGION XI,DAVAO DEL NORTE,KAPALONG
1561,REGION XI|DAVAO DEL NORTE|NEW CORELLA,33653,REGION XI,DAVAO DEL NORTE,NEW CORELLA
1562,REGION XI|DAVAO DEL NORTE|SANTO TOMAS,63276,REGION XI,DAVAO DEL NORTE,SANTO TOMAS
1563,REGION XI|DAVAO DEL NORTE|SAN ISIDRO,17441,REGION XI,DAVAO DEL NORTE,SAN ISIDRO
1564,REGION XI|DAVAO DEL NORTE|TALAINGOD,12876,REGION XI,DAVAO DEL NORTE,TALAINGOD
1565,REGION XI|DAVAO DEL SUR|BANSALAN,39618,REGION XI,DAVAO DEL SUR,BANSALAN
1566,REGION XI|DAVAO DEL SUR|CITY OF DAVAO,777237,REGION XI,DAVAO DEL SUR,CITY OF DAVAO
1567,REGION XI|DAVAO DEL SUR|CITY OF DIGOS,94936,REGION XI,DAVAO DEL SUR,CITY OF DIGOS
1568,REGION XI|DAVAO DEL SUR|HAGONOY,32508,REGION XI,DAVAO DEL SUR,HAGONOY
1569,REGION XI|DAVAO DEL SUR|KIBLAWAN,26167,REGION XI,DAVAO DEL SUR,KIBLAWAN
1570,REGION XI|DAVAO DEL SUR|MAGSAYSAY,32235,REGION XI,DAVAO DEL SUR,MAGSAYSAY
1571,REGION XI|DAVAO DEL SUR|MALALAG,22025,REGION XI,DAVAO DEL SUR,MALALAG
1572,REGION XI|DAVAO DEL SUR|MATANAO,35759,REGION XI,DAVAO DEL SUR,MATANAO
1573,REGION XI|DAVAO DEL SUR|PADADA,19125,REGION XI,DAVAO DEL SUR,PADADA
1574,REGION XI|DAVAO DEL SUR|SANTA CRUZ,55789,REGION XI,DAVAO DEL SUR,SANTA CRUZ
1575,REGION XI|DAVAO DEL SUR|SULOP,22977,REGION XI,DAVAO DEL SUR,SULOP
1576,REGION XI|DAVAO DE ORO|COMPOSTELA,54864,REGION XI,DAVAO DE ORO,COMPOSTELA
1577,REGION XI|DAVAO DE ORO|LAAK,52164,REGION XI,DAVAO DE ORO,LAAK
1578,REGION XI|DAVAO DE ORO|MABINI,27855,REGION XI,DAVAO DE ORO,MABINI
1579,REGION XI|DAVAO DE ORO|MACO,55260,REGION XI,DAVAO DE ORO,MACO
1580,REGION XI|DAVAO DE ORO|MARAGUSAN,41967,REGION XI,DAVAO DE ORO,MARAGUSAN
1581,REGION XI|DAVAO DE ORO|MAWAB,26037,REGION XI,DAVAO DE ORO,MAWAB
1582,REGION XI|DAVAO DE ORO|MONKAYO,59628,REGION XI,DAVAO DE ORO,MONKAYO
1583,REGION XI|DAVAO DE ORO|MONTEVISTA,30194,REGION XI,DAVAO DE ORO,MONTEVISTA
1584,REGION XI|DAVAO DE ORO|NABUNTURAN,48803,REGION XI,DAVAO DE ORO,NABUNTURAN
1585,REGION XI|DAVAO DE ORO|NEW BATAAN,33291,REGION XI,DAVAO DE ORO,NEW BATAAN
1586,REGION XI|DAVAO DE ORO|PANTUKAN,60566,REGION XI,DAVAO DE ORO,PANTUKAN
1587,REGION XI|DAVAO OCCIDENTAL|DON MARCELINO,20736,REGION XI,DAVAO OCCIDENTAL,DON MARCELINO
1588,REGION XI|DAVAO OCCIDENTAL|JOSE ABAD SANTOS,35891,REGION XI,DAVAO OCCIDENTAL,JOSE ABAD SANTOS
1589,REGION XI|DAVAO OCCIDENTAL|MALITA,53425,REGION XI,DAVAO OCCIDENTAL,MALITA
1590,REGION XI|DAVAO OCCIDENTAL|SANTA MARIA,29624,REGION XI,DAVAO OCCIDENTAL,SANTA MARIA
1591,REGION XI|DAVAO OCCIDENTAL|SARANGANI,11700,REGION XI,DAVAO OCCIDENTAL,SARANGANI
1592,REGION XI|DAVAO ORIENTAL|BAGANGA,37205,REGION XI,DAVAO ORIENTAL,BAGANGA
1593,REGION XI|DAVAO ORIENTAL|BANAYBANAY,26833,REGION XI,DAVAO ORIENTAL,BANAYBANAY
1594,REGION XI|DAVAO ORIENTAL|BOSTON,10267,REGION XI,DAVAO ORIENTAL,BOSTON
1595,REGION XI|DAVAO ORIENTAL|CARAGA,27670,REGION XI,DAVAO ORIENTAL,CARAGA
1596,REGION XI|DAVAO ORIENTAL|CATEEL,28995,REGION XI,DAVAO ORIENTAL,CATEEL
1597,REGION XI|DAVAO ORIENTAL|CITY OF MATI,93353,REGION XI,DAVAO ORIENTAL,CITY OF MATI
1598,REGION XI|DAVAO ORIENTAL|GOVERNOR GENEROSO,37431,REGION XI,DAVAO ORIENTAL,GOVERNOR GENEROSO
1599,REGION XI|DAVAO ORIENTAL|LUPON,43230,REGION XI,DAVAO ORIENTAL,LUPON
1600,REGION XI|DAVAO ORIENTAL|MANAY,27074,REGION XI,DAVAO ORIENTAL,MANAY
1601,REGION XI|DAVAO ORIENTAL|SAN ISIDRO,23072,REGION XI,DAVAO ORIENTAL,SAN ISIDRO
1602,REGION XI|DAVAO ORIENTAL|TARRAGONA,21289,REGION XI,DAVAO ORIENTAL,TARRAGONA
1603,REGION X|BUKIDNON|BAUNGON,25367,REGION X,BUKIDNON,BAUNGON
1604,REGION X|BUKIDNON|CABANGLASAN,21028,REGION X,BUKIDNON,CABANGLASAN
1605,REGION X|BUKIDNON|CITY OF MALAYBALAY,102799,REGION X,BUKIDNON,CITY OF MALAYBALAY
1606,REGION X|BUKIDNON|CITY OF VALENCIA,116546,REGION X,BUKIDNON,CITY OF VALENCIA
1607,REGION X|BUKIDNON|DAMULOG,17563,REGION X,BUKIDNON,DAMULOG
1608,REGION X|BUKIDNON|DANGCAGAN,16562,REGION X,BUKIDNON,DANGCAGAN
1609,REGION X|BUKIDNON|DON CARLOS,40448,REGION X,BUKIDNON,DON CARLOS
1610,REGION X|BUKIDNON|IMPASUG-ONG,32372,REGION X,BUKIDNON,IMPASUG-ONG
1611,REGION X|BUKIDNON|KADINGILAN,22145,REGION X,BUKIDNON,KADINGILAN
1612,REGION X|BUKIDNON|KALILANGAN,23817,REGION X,BUKIDNON,KALILANGAN
1613,REGION X|BUKIDNON|KIBAWE,25218,REGION X,BUKIDNON,KIBAWE
1614,REGION X|BUKIDNON|KITAOTAO,27557,REGION X,BUKIDNON,KITAOTAO
1615,REGION X|BUKIDNON|LANTAPAN,35669,REGION X,BUKIDNON,LANTAPAN
1616,REGION X|BUKIDNON|LIBONA,28456,REGION X,BUKIDNON,LIBONA
1617,REGION X|BUKIDNON|MALITBOG,19111,REGION X,BUKIDNON,MALITBOG
1618,REGION X|BUKIDNON|MANOLO FORTICH,60066,REGION X,BUKIDNON,MANOLO FORTICH
1619,REGION X|BUKIDNON|MARAMAG,56645,REGION X,BUKIDNON,MARAMAG
1620,REGION X|BUKIDNON|PANGANTUCAN,33136,REGION X,BUKIDNON,PANGANTUCAN
1621,REGION X|BUKIDNON|QUEZON,59038,REGION X,BUKIDNON,QUEZON
1622,REGION X|BUKIDNON|SAN FERNANDO,35234,REGION X,BUKIDNON,SAN FERNANDO
1623,REGION X|BUKIDNON|SUMILAO,17794,REGION X,BUKIDNON,SUMILAO
1624,REGION X|BUKIDNON|TALAKAG,45161,REGION X,BUKIDNON,TALAKAG
1625,REGION X|CAMIGUIN|CATARMAN,11229,REGION X,CAMIGUIN,CATARMAN
1626,REGION X|CAMIGUIN|GUINSILIBAN,4925,REGION X,CAMIGUIN,GUINSILIBAN
1627,REGION X|CAMIGUIN|MAHINOG,9720,REGION X,CAMIGUIN,MAHINOG
1628,REGION X|CAMIGUIN|MAMBAJAO,25733,REGION X,CAMIGUIN,MAMBAJAO
1629,REGION X|CAMIGUIN|SAGAY,8185,REGION X,CAMIGUIN,SAGAY
1630,REGION X|LANAO DEL NORTE|BACOLOD,12626,REGION X,LANAO DEL NORTE,BACOLOD
1631,REGION X|LANAO DEL NORTE|BALOI,16792,REGION X,LANAO DEL NORTE,BALOI
1632,REGION X|LANAO DEL NORTE|BAROY,16174,REGION X,LANAO DEL NORTE,BAROY
1633,REGION X|LANAO DEL NORTE|CITY OF ILIGAN,158396,REGION X,LANAO DEL NORTE,CITY OF ILIGAN
1634,REGION X|LANAO DEL NORTE|KAPATAGAN,29307,REGION X,LANAO DEL NORTE,KAPATAGAN
1635,REGION X|LANAO DEL NORTE|KAUSWAGAN,12851,REGION X,LANAO DEL NORTE,KAUSWAGAN
1636,REGION X|LANAO DEL NORTE|KOLAMBUGAN,14610,REGION X,LANAO DEL NORTE,KOLAMBUGAN
1637,REGION X|LANAO DEL NORTE|LALA,41440,REGION X,LANAO DEL NORTE,LALA
1638,REGION X|LANAO DEL NORTE|LINAMON,10729,REGION X,LANAO DEL NORTE,LINAMON
1639,REGION X|LANAO DEL NORTE|MAGSAYSAY,8205,REGION X,LANAO DEL NORTE,MAGSAYSAY
1640,REGION X|LANAO DEL NORTE|MAIGO,12614,REGION X,LANAO DEL NORTE,MAIGO
1641,REGION X|LANAO DEL NORTE|MATUNGAO,6642,REGION X,LANAO DEL NORTE,MATUNGAO
1642,REGION X|LANAO DEL NORTE|MUNAI,10726,REGION X,LANAO DEL NORTE,MUNAI
1643,REGION X|LANAO DEL NORTE|NUNUNGAN,2466,REGION X,LANAO DEL NORTE,NUNUNGAN
1644,REGION X|LANAO DEL NORTE|PANTAO RAGAT,11963,REGION X,LANAO DEL NORTE,PANTAO RAGAT
1645,REGION X|LANAO DEL NORTE|PANTAR,8710,REGION X,LANAO DEL NORTE,PANTAR
1646,REGION X|LANAO DEL NORTE|POONA PIAGAPO,10834,REGION X,LANAO DEL NORTE,POONA PIAGAPO
1647,REGION X|LANAO DEL NORTE|SALVADOR,12913,REGION X,LANAO DEL NORTE,SALVADOR
1648,REGION X|LANAO DEL NORTE|SAPAD,10576,REGION X,LANAO DEL NORTE,SAPAD
1649,REGION X|LANAO DEL NORTE|SULTAN NAGA DIMAPORO,27368,REGION X,LANAO DEL NORTE,SULTAN NAGA DIMAPORO
1650,REGION X|LANAO DEL NORTE|TAGOLOAN,6888,REGION X,LANAO DEL NORTE,TAGOLOAN
1651,REGION X|LANAO DEL NORTE|TANGCAL,6541,REGION X,LANAO DEL NORTE,TANGCAL
1652,REGION X|LANAO DEL NORTE|TUBOD,26505,REGION X,LANAO DEL NORTE,TUBOD
1653,REGION X|MISAMIS OCCIDENTAL|ALORAN,16418,REGION X,MISAMIS OCCIDENTAL,ALORAN
1654,REGION X|MISAMIS OCCIDENTAL|BALIANGAO,10024,REGION X,MISAMIS OCCIDENTAL,BALIANGAO
1655,REGION X|MISAMIS OCCIDENTAL|BONIFACIO,19759,REGION X,MISAMIS OCCIDENTAL,BONIFACIO
1656,REGION X|MISAMIS OCCIDENTAL|CALAMBA,12859,REGION X,MISAMIS OCCIDENTAL,CALAMBA
1657,REGION X|MISAMIS OCCIDENTAL|CITY OF OROQUIETA,42436,REGION X,MISAMIS OCCIDENTAL,CITY OF OROQUIETA
1658,REGION X|MISAMIS OCCIDENTAL|CITY OF OZAMIS,84099,REGION X,MISAMIS OCCIDENTAL,CITY OF OZAMIS
1659,REGION X|MISAMIS OCCIDENTAL|CITY OF TANGUB,39656,REGION X,MISAMIS OCCIDENTAL,CITY OF TANGUB
1660,REGION X|MISAMIS OCCIDENTAL|CLARIN,22579,REGION X,MISAMIS OCCIDENTAL,CLARIN
1661,REGION X|MISAMIS OCCIDENTAL|CONCEPCION,2814,REGION X,MISAMIS OCCIDENTAL,CONCEPCION
1662,REGION X|MISAMIS OCCIDENTAL|DON VICTORIANO CHIONGBIAN,5896,REGION X,MISAMIS OCCIDENTAL,DON VICTORIANO CHIONGBIAN
1663,REGION X|MISAMIS OCCIDENTAL|JIMENEZ,19227,REGION X,MISAMIS OCCIDENTAL,JIMENEZ
1664,REGION X|MISAMIS OCCIDENTAL|LOPEZ JAENA,16039,REGION X,MISAMIS OCCIDENTAL,LOPEZ JAENA
1665,REGION X|MISAMIS OCCIDENTAL|PANAON,6106,REGION X,MISAMIS OCCIDENTAL,PANAON
1666,REGION X|MISAMIS OCCIDENTAL|PLARIDEL,26297,REGION X,MISAMIS OCCIDENTAL,PLARIDEL
1667,REGION X|MISAMIS OCCIDENTAL|SAPANG DALAGA,12114,REGION X,MISAMIS OCCIDENTAL,SAPANG DALAGA
1668,REGION X|MISAMIS OCCIDENTAL|SINACABAN,11688,REGION X,MISAMIS OCCIDENTAL,SINACABAN
1669,REGION X|MISAMIS OCCIDENTAL|TUDELA,16861,REGION X,MISAMIS OCCIDENTAL,TUDELA
1670,REGION X|MISAMIS ORIENTAL|ALUBIJID,20135,REGION X,MISAMIS ORIENTAL,ALUBIJID
1671,REGION X|MISAMIS ORIENTAL|BALINGASAG,46561,REGION X,MISAMIS ORIENTAL,BALINGASAG
1672,REGION X|MISAMIS ORIENTAL|BALINGOAN,8095,REGION X,MISAMIS ORIENTAL,BALINGOAN
1673,REGION X|MISAMIS ORIENTAL|BINUANGAN,6768,REGION X,MISAMIS ORIENTAL,BINUANGAN
1674,REGION X|MISAMIS ORIENTAL|CITY OF CAGAYAN DE ORO,349523,REGION X,MISAMIS ORIENTAL,CITY OF CAGAYAN DE ORO
1675,REGION X|MISAMIS ORIENTAL|CITY OF EL SALVADOR,41926,REGION X,MISAMIS ORIENTAL,CITY OF EL SALVADOR
1676,REGION X|MISAMIS ORIENTAL|CITY OF GINGOOG,83677,REGION X,MISAMIS ORIENTAL,CITY OF GINGOOG
1677,REGION X|MISAMIS ORIENTAL|CLAVERIA,33245,REGION X,MISAMIS ORIENTAL,CLAVERIA
1678,REGION X|MISAMIS ORIENTAL|GITAGUM,14301,REGION X,MISAMIS ORIENTAL,GITAGUM
1679,REGION X|MISAMIS ORIENTAL|INITAO,19445,REGION X,MISAMIS ORIENTAL,INITAO
1680,REGION X|MISAMIS ORIENTAL|JASAAN,33561,REGION X,MISAMIS ORIENTAL,JASAAN
1681,REGION X|MISAMIS ORIENTAL|KINOGUITAN,11305,REGION X,MISAMIS ORIENTAL,KINOGUITAN
1682,REGION X|MISAMIS ORIENTAL|LAGONGLONG,17237,REGION X,MISAMIS ORIENTAL,LAGONGLONG
1683,REGION X|MISAMIS ORIENTAL|LAGUINDINGAN,18932,REGION X,MISAMIS ORIENTAL,LAGUINDINGAN
1684,REGION X|MISAMIS ORIENTAL|LIBERTAD,9915,REGION X,MISAMIS ORIENTAL,LIBERTAD
1685,REGION X|MISAMIS ORIENTAL|LUGAIT,13718,REGION X,MISAMIS ORIENTAL,LUGAIT
1686,REGION X|MISAMIS ORIENTAL|MAGSAYSAY,21615,REGION X,MISAMIS ORIENTAL,MAGSAYSAY
1687,REGION X|MISAMIS ORIENTAL|MANTICAO,18618,REGION X,MISAMIS ORIENTAL,MANTICAO
1688,REGION X|MISAMIS ORIENTAL|MEDINA,23653,REGION X,MISAMIS ORIENTAL,MEDINA
1689,REGION X|MISAMIS ORIENTAL|NAAWAN,14385,REGION X,MISAMIS ORIENTAL,NAAWAN
1690,REGION X|MISAMIS ORIENTAL|OPOL,34000,REGION X,MISAMIS ORIENTAL,OPOL
1691,REGION X|MISAMIS ORIENTAL|SALAY,20051,REGION X,MISAMIS ORIENTAL,SALAY
1692,REGION X|MISAMIS ORIENTAL|SUGBONGCOGON,8899,REGION X,MISAMIS ORIENTAL,SUGBONGCOGON
1693,REGION X|MISAMIS ORIENTAL|TAGOLOAN,42246,REGION X,MISAMIS ORIENTAL,TAGOLOAN
1694,REGION X|MISAMIS ORIENTAL|TALISAYAN,18292,REGION X,MISAMIS ORIENTAL,TALISAYAN
1695,REGION X|MISAMIS ORIENTAL|VILLANUEVA,26766,REGION X,MISAMIS ORIENTAL,VILLANUEVA
