reg_id,cand_id,vote_count
9,18,11747
9,19,77062
9,20,331210
9,21,409048
9,22,477949
9,23,93179
9,24,505162
9,25,513209
9,26,393940
9,27,410624
9,28,660557
9,29,185387
9,30,120296
9,31,63689
9,32,77815
9,33,23562
9,34,203205
9,35,300823
9,36,452952
9,37,140207
9,38,89470
9,39,18826
9,40,15393
9,41,22169
9,42,168745
9,43,69088
9,44,9287
9,45,15015
9,46,17683
9,47,12394
9,48,25271
9,49,13821
9,50,495227
9,51,267151
9,52,463737
9,53,18122
9,54,58136
9,55,10265
9,56,46475
9,57,18694
9,58,45518
9,59,6521
9,60,306722
9,61,204981
9,62,25423
9,63,51291
9,64,109833
9,65,361890
10,0,20400
10,1,159529
10,2,19831
10,3,27729
10,4,439865
10,5,22366
10,6,636948
10,7,528462
10,8,332956
10,9,28035
10,10,47299
10,11,22949
10,12,49759
10,13,50771
10,14,51467
10,15,24736
10,16,18947
10,17,44764
10,18,20259
10,19,55434
10,20,602407
10,21,555714
10,22,522373
10,23,159722
10,24,401354
10,25,488136
10,26,410483
10,27,1159889
10,28,1367675
10,29,653312
10,30,615909
10,31,448476
10,32,505069
10,33,34444
10,34,315253
10,35,377932
10,36,388049
10,37,81385
10,38,58122
10,39,25660
10,40,21810
10,41,32732
10,42,174727
10,43,51999
10,44,22341
10,45,19363
10,46,25050
10,47,24416
10,48,34752
10,49,22747
10,50,450671
10,51,152329
10,52,360632
10,53,30776
10,54,295241
10,55,81641
10,56,49893
10,57,20045
10,58,48642
10,59,12145
10,60,767584
10,61,111100
10,62,35488
10,63,392342
10,64,460534
10,65,314444
11,0,63737
11,1,373894
11,2,25519
11,3,57816
11,4,1596345
11,5,37055
11,6,1088617
11,7,705361
11,8,1276284
11,9,58030
11,10,244123
11,11,51616
11,12,279406
11,13,303205
11,14,269938
11,15,51146
11,16,39168
11,17,255688
11,18,31564
11,19,253656
11,20,443770
11,21,668879
11,22,889045
11,23,169477
11,24,915589
11,25,886567
11,26,750565
11,27,492895
11,28,903576
11,29,226191
11,30,177491
11,31,98142
11,32,108327
11,33,58739
11,34,470009
11,35,679773
11,36,630381
11,37,495213
11,38,285996
11,39,87470
11,40,31618
11,41,42460
11,42,380412
11,43,253938
11,44,17608
11,45,42824
11,46,41359
11,47,29921
11,48,62871
11,49,39163
11,50,879759
11,51,512449
11,52,785551
11,53,40272
11,54,100264
11,55,18349
11,56,146656
11,57,37641
11,58,129614
11,59,42101
11,60,382836
11,61,591670
11,62,55012
11,63,78130
11,64,191099
11,65,521126
12,0,24115
12,1,317394
12,2,15590
12,3,38486
12,4,1211866
12,5,23974
12,6,945061
12,7,615187
12,8,902245
12,9,35715
12,10,137448
12,11,32081
12,12,167627
12,13,186987
12,14,173085
12,15,29283
12,16,24973
12,17,147405
12,18,18716
12,19,149175
12,20,447385
12,21,640891
12,22,728626
12,23,137642
12,24,732047
12,25,734992
12,26,583362
12,27,553907
12,28,993179
12,29,231896
12,30,181971
12,31,108985
12,32,118784
12,33,39639
12,34,373737
12,35,509431
12,36,620472
12,37,296167
12,38,156543
12,39,28906
12,40,20646
12,41,25753
12,42,238800
12,43,138203
12,44,11312
12,45,25071
12,46,23916
12,47,17593
12,48,43036
12,49,22024
12,50,721670
12,51,337391
12,52,627333
12,53,24321
12,54,99693
12,55,12232
12,56,88920
12,57,23857
12,58,79079
12,59,8935
12,60,363403
12,61,369507
12,62,34586
12,63,86212
12,64,166550
12,65,477064
13,0,45294
13,1,516786
13,2,37454
13,3,63156
13,4,1116038
13,5,33546
13,6,974594
13,7,599884
13,8,822106
13,9,58687
13,10,158980
13,11,50270
13,12,181427
13,13,184407
13,14,169497
13,15,47588
13,16,36500
13,17,161100
13,18,31638
13,19,179387
13,20,721690
13,21,1217795
13,22,856817
13,23,282872
13,24,704379
13,25,763905
13,26,576327
13,27,2160321
13,28,2419135
13,29,1187133
13,30,1328715
13,31,1044300
13,32,1110317
13,33,74811
13,34,442079
13,35,495772
13,36,714963
13,37,274077
13,38,175647
13,39,54729
13,40,35397
13,41,61660
13,42,426866
13,43,182437
13,44,19520
13,45,41505
13,46,58735
13,47,42370
13,48,82425
13,49,44936
13,50,726207
13,51,399596
13,52,638993
13,53,59266
13,54,670746
13,55,30411
13,56,123520
13,57,42036
13,58,145350
13,59,22934
13,60,1244089
13,61,357490
13,62,82984
13,63,649616
13,64,913327
13,65,608750
14,0,22188
14,1,261931
14,2,18348
14,3,33801
14,4,759319
14,5,20005
14,6,827521
14,7,658473
14,8,660255
14,9,36683
14,10,84447
14,11,29467
14,12,94910
14,13,95631
14,14,88462
14,15,25176
14,16,19878
14,17,82510
14,18,15537
14,19,90070
14,20,724425
14,21,749140
14,22,664812
14,23,156883
14,24,569630
14,25,739121
14,26,698469
14,27,852938
14,28,1337415
14,29,399096
14,30,427912
14,31,300671
14,32,326058
14,33,37506
14,34,436616
14,35,704601
14,36,409424
14,37,170918
14,38,99969
14,39,28907
14,40,22631
14,41,27446
14,42,197613
14,43,83597
14,44,23245
14,45,21764
14,46,22164
14,47,19229
14,48,37867
14,49,20796
14,50,719569
14,51,276467
14,52,474601
14,53,30768
14,54,214516
14,55,13374
14,56,65315
14,57,21652
14,58,65600
14,59,10705
14,60,540220
14,61,242049
14,62,38215
14,63,210627
14,64,353558
14,65,359456
15,0,24414
15,1,216592
15,2,20379
15,3,31072
15,4,630521
15,5,21178
15,6,583645
15,7,544511
15,8,335365
15,9,33182
15,10,61110
15,11,25605
15,12,65172
15,13,77726
15,14,59625
15,15,24019
15,16,19063
15,17,56837
15,18,18542
15,19,72415
15,20,715786
15,21,917420
15,22,605995
15,23,234196
15,24,511991
15,25,588758
15,26,444215
15,27,1653941
15,28,1906995
15,29,937477
15,30,969924
15,31,756642
15,32,807379
15,33,41523
15,34,398327
15,35,449544
15,36,445989
15,37,111723
15,38,70050
15,39,27470
15,40,23650
15,41,59398
15,42,295113
15,43,68340
15,44,22909
15,45,23125
15,46,30109
15,47,23340
15,48,46916
15,49,26524
15,50,509638
15,51,213374
15,52,297668
15,53,32595
15,54,527265
15,55,21620
15,56,53292
15,57,21935
15,58,63537
15,59,20601
15,60,1078530
15,61,156967
15,62,40172
15,63,570832
15,64,758683
15,65,365210
16,0,19954
16,1,223878
16,2,19696
16,3,30572
16,4,353166
16,5,18371
16,6,378985
16,7,360515
16,8,201861
16,9,29407
16,10,43877
16,11,22787
16,12,43957
16,13,46689
16,14,49103
16,15,22908
16,16,18794
16,17,41699
16,18,16168
16,19,54546
16,20,530106
16,21,818982
16,22,440578
16,23,268897
16,24,252308
16,25,386508
16,26,235329
16,27,2116077
16,28,2144199
16,29,1468204
16,30,1502228
16,31,1248935
16,32,1284909
16,33,45181
16,34,149154
16,35,151131
16,36,288546
16,37,68166
16,38,52118
16,39,31034
16,40,23439
16,41,88160
16,42,436235
16,43,49529
16,44,16012
16,45,19840
16,46,29976
16,47,22348
16,48,42405
16,49,25073
16,50,288355
16,51,216939
16,52,255117
16,53,31911
16,54,1028649
16,55,27711
16,56,43198
16,57,22204
16,58,54625
16,59,13265
16,60,1532854
16,61,102915
16,62,38916
16,63,1159361
16,64,1140597
16,65,432383
17,0,19235
17,1,179020
17,2,16828
17,3,27016
17,4,480011
17,5,18367
17,6,512400
17,7,448602
17,8,303657
17,9,24858
17,10,49269
17,11,20994
17,12,50915
17,13,55422
17,14,52353
17,15,22788
17,16,17225
17,17,47427
17,18,26973
17,19,61468
17,20,487375
17,21,576984
17,22,436862
17,23,153955
17,24,320959
17,25,489418
17,26,291150
17,27,1395704
17,28,1506467
17,29,778112
17,30,752349
17,31,561410
17,32,606176
17,33,36546
17,34,199126
17,35,274873
17,36,575005
17,37,83243
17,38,56889
17,39,27657
17,40,23234
17,41,48650
17,42,292182
17,43,54112
17,44,23199
17,45,17933
17,46,23134
17,47,17842
17,48,34453
17,49,22364
17,50,406060
17,51,241718
17,52,333800
17,53,25746
17,54,395896
17,55,25867
17,56,40012
17,57,21584
17,58,49241
17,59,9843
17,60,928492
17,61,129088
17,62,39626
17,63,402606
17,64,531782
17,65,421010
18,0,13902
18,1,126817
18,2,13668
18,3,18678
18,4,357811
18,5,12050
18,6,311784
18,7,299270
18,8,215560
18,9,19264
18,10,32441
18,11,14956
18,12,32797
18,13,38142
18,14,35820
18,15,15742
18,16,11149
18,17,30756
18,18,9480
18,19,36965
18,20,357552
18,21,433525
18,22,282085
18,23,105425
18,24,200259
18,25,235688
18,26,181886
18,27,1044960
18,28,1105760
18,29,644468
18,30,677254
18,31,509103
18,32,536490
18,33,25964
18,34,166123
18,35,178943
18,36,204374
18,37,56525
18,38,36480
18,39,19279
18,40,14125
18,41,39229
18,42,192295
18,43,47466
18,44,7616
18,45,11933
18,46,17915
18,47,14968
18,48,24618
18,49,14505
18,50,215147
18,51,124686
18,52,215738
18,53,19651
18,54,325927
18,55,10888
18,56,29123
18,57,13548
18,58,34705
18,59,8528
18,60,676946
18,61,80509
18,62,24140
18,63,374075
18,64,429636
18,65,225932
